_id,KODE PROVINSI,NAMA PROVINSI,KODE KAB,NAMA KABUPATEN,"DESA
MANDIRI","DESA
MAJU","DESA
BERKEMBANG","DESA
TERTINGGAL",DESA SANGAT TERTINGGAL,TIDAK MEMENUHI KRITERIA (tidak melakukan pengukuran berdasarkan,TOTAL DESA
340,73,SULAWESI SELATAN,7313,WAJO,24,61,57,0,0,0,142
341,72,SULAWESI TENGAH,7201,BANGGAI,56,151,84,0,0,0,291
342,72,SULAWESI TENGAH,7207,BANGGAI KEPULAUAN,4,44,93,0,0,0,141
343,72,SULAWESI TENGAH,7211,BANGGAI LAUT,2,15,40,6,0,0,63
344,72,SULAWESI TENGAH,7205,BUOL,9,47,52,0,0,0,108
345,72,SULAWESI TENGAH,7203,DONGGALA,35,81,34,8,0,0,158
346,72,SULAWESI TENGAH,7206,MOROWALI,33,33,60,0,0,0,126
347,72,SULAWESI TENGAH,7212,MOROWALI UTARA,33,52,37,0,0,0,122
348,72,SULAWESI TENGAH,7208,PARIGI MOUTONG,33,134,110,1,0,0,278
349,72,SULAWESI TENGAH,7202,POSO,40,60,42,0,0,0,142
350,72,SULAWESI TENGAH,7210,SIGI,22,75,66,13,0,0,176
351,72,SULAWESI TENGAH,7209,TOJO UNA UNA,8,38,85,3,0,0,134
352,72,SULAWESI TENGAH,7204,TOLI TOLI,4,49,50,0,0,0,103
353,74,SULAWESI TENGGARA,7406,BOMBANA,4,58,58,1,0,0,121
354,74,SULAWESI TENGGARA,7404,BUTON,2,46,35,0,0,0,83
355,74,SULAWESI TENGGARA,7415,BUTON SELATAN,0,13,47,0,0,0,60
356,74,SULAWESI TENGGARA,7414,BUTON TENGAH,2,16,48,1,0,0,67
357,74,SULAWESI TENGGARA,7410,BUTON UTARA,6,29,43,0,0,0,78
358,74,SULAWESI TENGGARA,7401,KOLAKA,21,54,23,2,0,0,100
359,74,SULAWESI TENGGARA,7411,KOLAKA TIMUR,1,25,88,3,0,0,117
360,74,SULAWESI TENGGARA,7408,KOLAKA UTARA,1,23,93,10,0,0,127
361,74,SULAWESI TENGGARA,7402,KONAWE,0,80,201,10,0,0,291
362,74,SULAWESI TENGGARA,7412,KONAWE KEPULAUAN,0,12,76,1,0,0,89
363,74,SULAWESI TENGGARA,7405,KONAWE SELATAN,2,56,270,8,0,0,336
364,74,SULAWESI TENGGARA,7409,KONAWE UTARA,1,41,114,3,0,0,159
365,74,SULAWESI TENGGARA,7403,MUNA,0,7,96,21,0,0,124
366,74,SULAWESI TENGGARA,7413,MUNA BARAT,0,26,45,10,0,0,81
367,74,SULAWESI TENGGARA,7407,WAKATOBI,12,38,25,0,0,0,75
368,71,SULAWESI UTARA,7101,BOLAANG MONGONDOW,41,119,37,3,0,0,200
369,71,SULAWESI UTARA,7111,BOLAANG MONGONDOW SELATAN,33,42,6,0,0,0,81
370,71,SULAWESI UTARA,7110,BOLAANG MONGONDOW TIMUR,36,33,12,0,0,0,81
371,71,SULAWESI UTARA,7108,BOLAANG MONGONDOW UTARA,7,29,70,0,0,0,106
372,71,SULAWESI UTARA,7109,KEP. SIAU TAGULANDANG BIARO,2,34,46,1,0,0,83
373,71,SULAWESI UTARA,7103,KEPULAUAN SANGIHE,24,58,57,6,0,0,145
374,71,SULAWESI UTARA,7104,KEPULAUAN TALAUD,69,61,12,0,0,0,142
375,71,SULAWESI UTARA,7174,KOTA KOTAMOBAGU,15,0,0,0,0,0,15
376,71,SULAWESI UTARA,7102,MINAHASA,187,38,2,0,0,0,227
377,71,SULAWESI UTARA,7105,MINAHASA SELATAN,81,67,19,0,0,0,167
378,71,SULAWESI UTARA,7107,MINAHASA TENGGARA,90,29,16,0,0,0,135
379,71,SULAWESI UTARA,7106,MINAHASA UTARA,102,11,12,0,0,0,125
380,13,SUMATERA BARAT,1306,AGAM,42,41,9,0,0,0,92
381,13,SUMATERA BARAT,1310,DHARMASRAYA,24,20,8,0,0,0,52
382,13,SUMATERA BARAT,1309,KEPULAUAN MENTAWAI,3,10,24,6,0,0,43
383,13,SUMATERA BARAT,1377,KOTA PARIAMAN,25,30,0,0,0,0,55
384,13,SUMATERA BARAT,1373,KOTA SAWAHLUNTO,7,19,1,0,0,0,27
385,13,SUMATERA BARAT,1307,LIMA PULUH KOTA,44,33,1,1,0,0,79
386,13,SUMATERA BARAT,1305,PADANG PARIAMAN,21,45,37,0,0,0,103
387,13,SUMATERA BARAT,1308,PASAMAN,14,25,23,0,0,0,62
388,13,SUMATERA BARAT,1312,PASAMAN BARAT,8,35,46,1,0,0,90
389,13,SUMATERA BARAT,1301,PESISIR SELATAN,56,95,31,0,0,0,182
390,13,SUMATERA BARAT,1303,SIJUNJUNG,41,21,0,0,0,0,62
391,13,SUMATERA BARAT,1302,SOLOK,19,28,25,2,0,0,74
392,13,SUMATERA BARAT,1311,SOLOK SELATAN,15,19,5,0,0,0,39
393,13,SUMATERA BARAT,1304,TANAH DATAR,49,24,2,0,0,0,75
394,16,SUMATERA SELATAN,1607,BANYUASIN,11,106,171,0,0,0,288
395,16,SUMATERA SELATAN,1611,EMPAT LAWANG,3,17,127,0,0,0,147
396,16,SUMATERA SELATAN,1674,KOTA PRABUMULIH,0,6,6,0,0,0,12
397,16,SUMATERA SELATAN,1604,LAHAT,15,146,199,0,0,0,360
398,16,SUMATERA SELATAN,1603,MUARA ENIM,18,99,128,0,0,0,245
399,16,SUMATERA SELATAN,1606,MUSI BANYUASIN,103,91,34,1,0,0,229
400,16,SUMATERA SELATAN,1605,MUSI RAWAS,5,82,99,0,0,0,186
401,16,SUMATERA SELATAN,1613,MUSI RAWAS UTARA,0,13,69,0,0,0,82
402,16,SUMATERA SELATAN,1610,OGAN ILIR,2,44,181,0,0,0,227
403,16,SUMATERA SELATAN,1602,OGAN KOMERING ILIR,3,59,252,0,0,0,314
404,16,SUMATERA SELATAN,1601,OGAN KOMERING ULU,13,44,82,4,0,0,143
405,16,SUMATERA SELATAN,1609,OGAN KOMERING ULU SELATAN,0,39,189,24,0,0,252
406,16,SUMATERA SELATAN,1608,OGAN KOMERING ULU TIMUR,4,145,156,0,0,0,305
407,16,SUMATERA SELATAN,1612,PENUKAL ABAB LEMATANG ILIR,6,22,37,0,0,0,65
408,12,SUMATERA UTARA,1209,ASAHAN,4,45,125,3,0,0,177
409,12,SUMATERA UTARA,1219,BATU BARA,19,49,73,0,0,0,141
410,12,SUMATERA UTARA,1211,DAIRI,0,22,125,14,0,0,161
411,12,SUMATERA UTARA,1207,DELI SERDANG,27,118,235,0,0,0,380
412,12,SUMATERA UTARA,1216,HUMBANG HASUNDUTAN,0,9,125,19,0,0,153
413,12,SUMATERA UTARA,1206,KARO,6,46,188,19,0,0,259
414,12,SUMATERA UTARA,1278,KOTA GUNUNGSITOLI,1,16,66,15,0,0,98
415,12,SUMATERA UTARA,1277,KOTA PADANG SIDEMPUAN,0,6,35,1,0,0,42
416,12,SUMATERA UTARA,1210,LABUHANBATU,5,29,41,0,0,0,75
417,12,SUMATERA UTARA,1222,LABUHANBATU SELATAN,0,14,38,0,0,0,52
418,12,SUMATERA UTARA,1223,LABUHANBATU UTARA,0,23,55,4,0,0,82
419,12,SUMATERA UTARA,1205,LANGKAT,27,123,90,0,0,0,240
420,12,SUMATERA UTARA,1213,MANDAILING NATAL,6,53,153,132,33,0,377
421,12,SUMATERA UTARA,1204,NIAS,0,5,68,71,26,0,170
422,12,SUMATERA UTARA,1225,NIAS BARAT,0,0,11,61,33,0,105
423,12,SUMATERA UTARA,1214,NIAS SELATAN,0,1,55,139,264,0,459
424,12,SUMATERA UTARA,1224,NIAS UTARA,0,0,19,61,32,0,112
425,12,SUMATERA UTARA,1221,PADANG LAWAS,1,10,210,80,2,0,303
426,12,SUMATERA UTARA,1220,PADANG LAWAS UTARA,3,41,183,114,45,0,386
427,12,SUMATERA UTARA,1215,PAKPAK BHARAT,0,8,38,6,0,0,52
428,12,SUMATERA UTARA,1217,SAMOSIR,6,14,97,11,0,0,128
429,12,SUMATERA UTARA,1218,SERDANG BEDAGAI,43,120,74,0,0,0,237
430,12,SUMATERA UTARA,1208,SIMALUNGUN,11,84,285,6,0,0,386
431,12,SUMATERA UTARA,1203,TAPANULI SELATAN,9,72,130,0,0,0,211
432,12,SUMATERA UTARA,1201,TAPANULI TENGAH,0,4,89,57,9,0,159
433,12,SUMATERA UTARA,1202,TAPANULI UTARA,0,27,179,33,2,0,241
434,12,SUMATERA UTARA,1212,TOBA,0,24,174,32,1,0,231
435,,TOTAL JUMLAH DESA DI INDONESIA,,,17.203,23.063,24.532,6.100,4.363,4,75.265
