Kode_Prov,PROVINSI,KABUPATEN,KECAMATAN,Kode_Desa,DESA,NAMA_BUMDESA,Tenaga_Kerja
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022001,FAJAR HARAPAN,BUM DESA RIMBA UTAMA FAJAR HARAPAN,
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022003,PASI KUALA ASAHAN,BUM DESA GIAT BERSAMA PASI KUALA ASAHAN,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022004,GUNUNG PULO,BUM DESA RAMPAK SERANGKAI GUNUNG PULO,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022005,PULO IE I,BUM DESA JASA TAHIRO PULO IE I,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022006,JAMBO MANYANG,BUM DESA JAMBO ASAHAN JAMBO MANYANG,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022007,SIMPANG EMPAT,BUM DESA MAKMUE BEUSARE SIMPANG EMPAT,2
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022008,LIMAU PURUT,BUM DESA YAKIN BEUSAREE LIMAU PURUT,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022009,PULO KAMBING,BUM DESA TUNAS MUDO PULO KAMBING,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022010,KAMPUNG PAYA,BUM DESA MUTIARA JAYA KAMPUNG PAYA,6
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022011,KRUENG BATU,BUM DESA SEJAHTERA MANDIRI KRUENG BATU,
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022012,KRUENG KLUET,BUM DESA SINAR MUDA KRUENG KLUET,15
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022014,KAMPUNG TINGGI,BUM DESA RIZKI BERSAMA KAMPUNG TINGGI,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022016,SIMPANG LHEE,BUM DESA MAJU JAYA SIMPANG LHEE,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022017,SUAQ GEURINGGENG,BUM DESA MAJU JAYA SUAQ GEURINGGENG,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022018,PASI KUALA BA'U,BUM DESA MADAT LAMKUTA PASI KUALA BA'U,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022019,KEDAI PADANG,BUM DESA ALMADANI KEDAI PADANG,2
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022020,KOTAFAJAR,BUM DESA BUMG COT KEDUNDONG KOTAFAJAR,3
11,ACEH,ACEH SELATAN,KLUET UTARA,1101022021,GUNUNG PUDUNG,BUM DESA HARAPAN BARU GUNUNG PUDUNG,10
11,ACEH,ACEH SELATAN,MEUKEK,1101052021,ALUE MEUTUAH,BUM DESA ALAM JAYA ALUE MEUTUAH,
11,ACEH,ACEH SELATAN,SAMADUA,1101062004,GUNUNG KETEK,BUM DESA USAHA BERSAMA GUNUNG KETEK,1
11,ACEH,ACEH SELATAN,SAMA DUA,1101062005,LADANG PANTON LUAS,BUM DESA HIJRAH BERSAMA LADANG PANTON LUAS,
11,ACEH,ACEH SELATAN,SAMADUA,1101062006,MADAT,BUM DESA MADAT MANDIRI MADAT,5
11,ACEH,ACEH SELATAN,SAMADUA,1101062017,LUBUK LAYU,BUM DESA LESTARI JAYA LUBUK LAYU,3
11,ACEH,ACEH SELATAN,SAMADUA,1101062018,SUAQ HULU,BUM DESA BINA USAHA SUAQ HULU,2
11,ACEH,ACEH SELATAN,SAMADUA,1101062021,GADANG,BUM DESA GADANG SEJAHTERA GADANG,2
11,ACEH,ACEH SELATAN,SAMADUA,1101062022,BARU,BUM DESA HARAPAN BARU,5
11,ACEH,ACEH SELATAN,SAMA DUA,1101062027,BALAI,BUM DESA HARAPAN KITA BALAI,4
11,ACEH,ACEH SELATAN,SAWANG,1101072009,PANTON LUAS,BUM DESA SINAR PAGI PANTON LUAS,
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082001,LHOK KEUTAPANG,BUM DESA SEPAKAT MAJU LHOK KEUTAPANG,1
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082002,HILIR,BUM DESA MAJU JAYA HILIR,1
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082003,PADANG,BUM DESA GARUDA MAS PADANG,5
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082004,HULU,BUM DESA KARYA MANDIRI HULU,8
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082006,TEPI AIR,BUM DESA HARAPAN BERSAMA TEPI AIR,3
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082007,PASAR,BUM DESA GLARA PASAR,
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082009,PANTON LUAS,BUM DESA ANDESPAL PANTON LUAS,3
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082012,BATU ITAM,BUM DESA TINGKAT TUJUH BATU ITAM,4
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082013,PANJUPIAN,BUM DESA LEMBAH NAGA PANJUPIAN,5
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082014,LHOK RUKAM,BUM DESA KETIBANG LHOK RUKAM,2
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082015,AIR PINANG,BUM DESA PINANG JAYA AIR PINANG,3
11,ACEH,ACEH SELATAN,TAPAKTUAN,1101082016,LHOK BENGKUANG TIMUR,BUM DESA MAKMUR BERSAMA LHOK BENGKUANG TIMUR,3
11,ACEH,ACEH SELATAN,TRUMON,1101092013,RAKET,BUM DESA HARAPAN BERSAMA RAKET,3
11,ACEH,ACEH SELATAN,PASI RAJA,1101102002,PUCOK KRUENG,BUM DESA AMANAH DESA PUCOK KRUENG,
11,ACEH,ACEH SELATAN,PASI RAJA,1101102003,SILOLO,BUM DESA SERBA GUNA SILOLO,7
11,ACEH,ACEH SELATAN,PASI RAJA,1101102004,KAMPUNG BARU,BUM DESA BERKAH USAHA MANDIRI KAMPUNG BARU,3
11,ACEH,ACEH SELATAN,PASI RAJA,1101102009,UJONG BATEE,BUM DESA BUNGONG SEULANGA UJONG BATEE,
11,ACEH,ACEH SELATAN,PASI RAJA,1101102012,IE MIRAH,BUM DESA SEPAKAT IE MIRAH,2
11,ACEH,ACEH SELATAN,PASI RAJA,1101102014,UJUNG PADANG RASIAN,BUM DESA RASIAN JAYA UJUNG PADANG RASIAN,1
11,ACEH,ACEH SELATAN,PASI RAJA,1101102017,GAMPONG BARO,BUM DESA MITRA USAHA GAMPONG BARO,3
11,ACEH,ACEH SELATAN,PASI RAJA,1101102020,PULO IE II,BUM DESA SAPEU KHEUN PULO IE II,10
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112001,TENGAH PEULUMAT,BUM DESA TUNAS BARU TENGAH PEULUMAT,3
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112002,PAYA PEULUMAT,BUM DESA PUTRO MEUTUPANG PAYA PEULUMAT,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112003,PADANG PEULUMAT,BUM DESA PADANG PEULUMAT PADANG PEULUMAT,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112004,AUR PEULUMAT,BUM DESA HARAPAN JAYA AUR PEULUMAT,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112005,LIMAU SARING,BUM DESA HARAPAN MAJU LIMAU SARING,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112006,BEUTONG,BUM DESA JASA ILAH DAYA BEUTONG,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112007,PEUNEULOP,BUM DESA MAJU BERSAMA PEUNEULOP,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112008,GUNUNG ROTAN,BUM DESA NIKMAT SEMUA GUNUNG ROTAN,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112009,KEUMUMU HILIR,BUM DESA BINA BERSAMA KEUMUMU HILIR,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112010,KEUMUMU HULU,BUM DESA GUNUNG SAYANG KEUMUMU HULU,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112011,KEUMUMU SEBERANG,BUM DESA TANJUNG HARAPAN KEUMUMU SEBERANG,
11,ACEH,ACEH SELATAN,LABUHAN HAJI TIMUR,1101112012,SAWANG INDAH,BUM DESA TERUS MAJU SAWANG INDAH,
11,ACEH,ACEH SELATAN,KLUET TENGAH,1101132009,PULO AIR,BUM DESA MEKAR JAYA PULO AIR,3
11,ACEH,ACEH SELATAN,KLUET TENGAH,1101132011,MERSAK,BUM DESA TELAGO BATU MERSAK,3
11,ACEH,ACEH SELATAN,KLUET TENGAH,1101132012,SIMPANG DUA,BUM DESA HARAPAN DUA SIMPANG DUA,7
11,ACEH,ACEH SELATAN,KLUET TENGAH,1101132013,SIMPANG TIGA,BUM DESA UDEP BEUSARE SIMPANG TIGA,7
11,ACEH,ACEH SELATAN,TRUMON TENGAH,1101182008,NACA,BUM DESA SABEE JAYA NACA,
11,ACEH,ACEH TENGGARA,LAWE ALAS,1102012009,MUARA BARU,BUM DESA MANDIRI JAYA MUARA BARU,
11,ACEH,ACEH TENGGARA,DARUL HASANAH,1102072018,DARUL MAKMUR,BUM DESA SERI MURNI DARUL MAKMUR,3
11,ACEH,ACEH TENGGARA,DARUL HASANAH,1102072023,LAWE MAMAS INDAH,BUM DESA KARYA DESA LAWE MAMAS INDAH,
11,ACEH,ACEH TENGGARA,DARUL HASANAH,1102072027,BUNTUL KENDAWI,BUM DESA BUNTUL SEPAKAT BUNTUL KENDAWI,
11,ACEH,ACEH TENGGARA,BUKIT TUSAM,1102092004,ALUR BULUH,BUM DESA SADE ATE ALUR BULUH,
11,ACEH,ACEH TENGGARA,BABUL RAHMAH,1102112030,TITI HARAPAN,BUM DESA HARAPAN MAJU TITI HAKHAPEN,
11,ACEH,ACEH TIMUR,NURUSSALAM,1103062001,KEUDE BAGOK SA,BUM DESA BUMG SEUPAKAT KEUDE BAGOK SA,
11,ACEH,ACEH TIMUR,NURUSSALAM,1103062033,BUKET MEURAK,BUM DESA SEJAHTERA BUKET MEURAK,
11,ACEH,ACEH TIMUR,PEUDAWA,1103162016,SEUNEUBOK PEUNTEUT,BUM DESA HARAPAN BARU SEUNEUBOK PEUNTEUT,
11,ACEH,ACEH TENGAH,BEBESEN,1104032008,KEMILI,BUM DESA KUTE BERANANG KEMILI,
11,ACEH,ACEH TENGAH,BEBESEN,1104032027,COLO BLANG GELE,BUM DESA BUGE MEKAR COLO BLANG GELE,5
11,ACEH,ACEH TENGAH,JAGONG JEGET,1104192005,JEGET AYU,BUM DESA MUSARA AYU JEGET AYU,
11,ACEH,ACEH TENGAH,JAGONG JEGET,1104192006,PAYA TUNGEL,BUM DESA TIRTA KAHURIPAN PAYA TUNGEL,5
11,ACEH,ACEH TENGAH,JAGONG JEGET,1104192010,PAYA DEDEP,BUM DESA SUBUR MAKMUR PAYA DEDEP,5
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012001,SUAK INDRAPURI,BUM DESA KARANG JAYA SUAK INDRAPURI,2
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012004,KUTA PADANG,BUM DESA KUTA MANDIRI KUTA PADANG,
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012007,DRIEN RAMPAK,BUM DESA SAJAN BEUSAREE DRIEN RAMPAK,2
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012009,PASAR ACEH,BUM DESA PASAR BARU PASAR ACEH,4
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012012,SEUNEUGOK,BUM DESA USAHA BERSAMA SEUNEUGOK,
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012015,LAPANG,BUM DESA USAHA MEURATA LAPANG,
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012016,BLANG BEURANDANG,BUM DESA BRANDANG JAYA BLANG BEURANDANG,3
11,ACEH,ACEH BARAT,JOHAN PAHWALAN,1105012017,SUAK RIBEE,BUM DESA MAJU BERSAMA SUAK RIBEE,2
11,ACEH,ACEH BARAT,KAWAY XVI,1105022017,PASI JEUMPA,BUM DESA TUNAS JEUMPA PASI JEUMPA,5
11,ACEH,ACEH BARAT,SUNGAI MAS,1105032007,DRIEN SIBAK,BUM DESA RAKYAT SEJAHTERA DRIEN SIBAK,
11,ACEH,ACEH BARAT,SAMATIGA,1105052016,LEUBOK,BUM DESA PEUMAKMUE RAKYAT LEUBOK,
11,ACEH,ACEH BARAT,SAMATIGA,1105052020,PAYA LUMPAT,BUM DESA DESPAL PAYA LUMPAT,
11,ACEH,ACEH BARAT,SAMATIGA,1105052032,UJONG NGA,BUM DESA MELATI UJONG NGA,
11,ACEH,ACEH BARAT,BUBON,1105062004,BLANG SIBEUTONG,BUM DESA SAREE TABINA BLANG SIBEUTONG,3
11,ACEH,ACEH BARAT,WOYLA BARAT,1105102005,NAPAI,BUM DESA ANDESNA NAPAI,
11,ACEH,ACEH BARAT,WOYLA BARAT,1105102006,BLANG COT MAMEH,BUM DESA BAGI RATA BLANG COT MAMEH,
11,ACEH,ACEH BARAT,WOYLA BARAT,1105102024,SIMPANG KEUMARON,BUM DESA SAREENA SIMPANG KEUMARON,
11,ACEH,ACEH BARAT,PANTON REU,1105122007,ANTONG,BUM DESA SARE TABINA ANTONG,
11,ACEH,ACEH BARAT,PANTON REU,1105122008,UJONG RAJA,BUM DESA PANTON RAJA UJONG RAJA,
11,ACEH,ACEH BARAT,PANTON REU,1105122014,TAMPING,BUM DESA SUMBER JAYA TAMPING,3
11,ACEH,ACEH BARAT,PANTON REU,1105122018,GUNONG MATA IE,BUM DESA SAREE TABINA GUNONG MATA IE,3
11,ACEH,ACEH BARAT,PANTON REU,1105122019,LEK-LEK,BUM DESA MOUDYA DARMA KARYA LEK-LEK,
11,ACEH,ACEH BESAR,SEULIMEUM,1106042015,SEUNEUBOK,BUM DESA GEURANGSANG SEUNEUBOK,
11,ACEH,ACEH BESAR,DARUL IMARAH,1106072028,GUE GAJAH,BUM DESA BABUL YAQIN GUE GAJAH,
11,ACEH,ACEH BESAR,BLANG BINTANG,1106232010,BUENG SIDOM,BUM DESA SIDOM JAYA BUENG SIDOM,13
11,ACEH,PIDIE,GLUMPANG TIGA,1107062020,KAYEE JATOU,BUM DESA JATOU RAYA KAYEE JATOE,
11,ACEH,PIDIE,INDRAJAYA,1107072030,MESJID BARO,BUM DESA SEJAHTERA BERSAMA MESJID BARO,
11,ACEH,PIDIE,KOTA SIGLI,1107092002,BENTENG,BUM DESA JAYA BENTENG SIGLI PIDIE ACEH BENTENG,
11,ACEH,PIDIE,PIDIE,1107162002,LAMPEUDEU TUNONG,BUM DESA MANDIRI BERSAMA LAMPEUDUE TUNONG,
11,ACEH,PIDIE,PIDIE,1107162003,"PU""UK",BUM DESA PUUK BEUSEUJAHTERA PUUK,
11,ACEH,PIDIE,PIDIE,1107162047,KEUTUMBU,BUM DESA KEUTUMBU BEUJAYA KEUTUMBU,
11,ACEH,PIDIE,TITEUE,1107312009,PULO LOIH,BUM DESA MAJU JAYA PULO LHOIH,
11,ACEH,ACEH UTARA,BAKTIYA,1108012001,KEUDE ALUE IE PUTEH,BUM DESA MAKMUE GAMPONG KEUDE ALUE IE PUTEH,1
11,ACEH,ACEH UTARA,BAKTIYA,1108012002,MEUNASAH ALUE IE PUTEH,BUM DESA GRAK BEUSAREE MEUNASAH ALUE IE PUTEH,
11,ACEH,ACEH UTARA,BAKTIYA,1108012005,ALUE ANOE BARAT,BUM DESA BUNGONG PADE ALUE ANOE BARAT,5
11,ACEH,ACEH UTARA,BAKTIYA,1108012009,COT KUMBANG,BUM DESA LEO DEVERTA PRIMA COT KUMBANG,7
11,ACEH,ACEH UTARA,BAKTIYA,1108012010,MATANG KUMBANG,BUM DESA BUNGONG KUMBANG MATANG KUMBANG,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012013,ALUE GEUDONG,BUM DESA SEJAHTERA BERSAMA ALUE GEUDONG,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012014,TANJONG GLUMPANG,BUM DESA JAYA ABADI TANJONG GLUMPANG,4
11,ACEH,ACEH UTARA,BAKTIYA,1108012021,MEUDANG ARA,BUM DESA USAHA BERSAMA MEUDANG ARA,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012022,MEUNASAH BUJOK,BUM DESA MAJU BERSAMA MEUNASAH BUJOK,5
11,ACEH,ACEH UTARA,BAKTIYA,1108012025,RAMBONG DALAM,BUM DESA NA GUNA RAMBONG DALAM,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012028,KRUENG LINGKA BARAT,BUM DESA USAHA BERSAMA KRUENG LINGKA BARAT,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012032,LHOK SEUTUY,BUM DESA RATA BEUSAREE LHOK SEUTUY,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012043,COT MANYANG,BUM DESA TUNAS BARU COT MANYANG,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012044,ALUE IE TAREK,BUM DESA SEJAHTERA TANI ALUE IE TAREK,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012045,ALUE RAMBONG,BUM DESA USAHA MAJU ALUE RAMBONG,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012052,BUKET DARA BARO,BUM DESA DARA INDAH BUKET DARA BARO,3
11,ACEH,ACEH UTARA,BAKTIYA,1108012054,MATANG BARO,BUM DESA HIDUP BARU MATANG BARO,3
11,ACEH,ACEH UTARA,DEWANTARA,1108022001,KEUDE KRUENG GEUKUH,BUM DESA BRIE POE MALAKA KEUDE KRUENG GEUKUEH,2
11,ACEH,ACEH UTARA,DEWANTARA,1108022009,BANGKA JAYA,BUM DESA UDEP BEUSARE BANGKA JAYA,6
11,ACEH,ACEH UTARA,DEWANTARA,1108022010,ULEE PULO,BUM DESA PULO MAKMUE ULEE PULO,
11,ACEH,ACEH UTARA,DEWANTARA,1108022013,GEULUMPANG SULU BARAT,BUM DESA SEJAHTERA GEULUMPANG SULU BARAT,10
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032001,MEUNASAH BLANG ARA,BUM DESA ANEUK NANGGROE MEUNASAH BLANG ARA,3
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032002,MEUNASAH BUKET,BUM DESA MITRA TANI MEUNASAH BUKET,
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032003,BLANG TALON,BUM DESA PERMATA BLANG TALON,1
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032004,COT RHEU,BUM DESA PAYUNG DESA COT RHEU,3
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032005,KRUENG MANYANG,BUM DESA MAKMUR BEURATA KRUENG MANYANG,3
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032006,BAYU,BUM DESA MAKMUR BEUSAREE BAYU,3
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032012,ALUE RAMBEE,BUM DESA PEUMAKMU GAMPONG ALUE RAMBEE,
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032013,BLANG RIEK,BUM DESA HARAPAN JAYA BLANG RIEK,3
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032015,SEUNEUBOK DRIEN,BUM DESA HARAPAN JAYA SEUNEUBOK DRIEN,9
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032016,COT MERBO,BUM DESA MERBO JAYA COT MERBO,3
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032017,KEUDE BLANG ARA,BUM DESA USAHA BERSAMA KEUDE BLANG ARA,1
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032018,KEUDE KRUENG,BUM DESA BUNGONG JARO KEUDE KRUENG,4
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032022,GUHA ULUE,BUM DESA RAKYAT MAKMU GUHA ULEU,5
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032023,CEUMEUCET,BUM DESA BAROENA CEUMEUCET,6
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032024,PULO BARAT,BUM DESA BIJEH MATA PULO BARAT,4
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032025,PULO RAYEUK,BUM DESA THAT SYUKUR PULO RAYEUK,6
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032027,LANGKUTA,BUM DESA SENTAUSA JAYA LANGKUTA,2
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032028,SAWEUK,BUM DESA MAKMUE BEUSARE SAWEUK,6
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032030,MEUNASAH KULAM,BUM DESA PUSAKA GAMPONG MEUNASAH KULAM,
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032032,KEUREUSEK,BUM DESA BUNGONG PADE KEUREUSEK,2
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032036,BABAH LUENG,BUM DESA INGIN MAJU BABAH LUENG,5
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032037,PANTON RAYEUK I,BUM DESA PANTON MAKMU PANTON RAYEUK I,
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032038,PANTON RAYEUK II,BUM DESA BARONA PANTON RAYEUK II,3
11,ACEH,ACEH UTARA,KUTA MAKMUR,1108032039,SIDO MULIYO,BUM DESA PUGA MULIA SIDO MULIYO,5
11,ACEH,ACEH UTARA,LHOKSUKON,1108042004,BLANG AMAN,BUM DESA AMAN SEJAHTERA BLANG AMAN,3
11,ACEH,ACEH UTARA,LHOKSUKON,1108042007,NGA MATANG UBI,BUM DESA SEJAHTRA NGA MATANG UBI,5
11,ACEH,ACEH UTARA,LHOKSUKON,1108042008,MEUNASAH REUDEUP,BUM DESA BEUNA USAHA MEUNASAH REUDEUP,3
11,ACEH,ACEH UTARA,LHOKSUKON,1108042009,ALUE BUKET,BUM DESA ALBECK JAYA ALUE BUKET,3
11,ACEH,ACEH UTARA,LHOKSUKON,1108042010,MEUNYE MATANG UBI,BUM DESA HIDUP BARU MEUNYE MATANG UBI,8
11,ACEH,ACEH UTARA,LHOKSUKON,1108042020,ARA AB,BUM DESA SAMA TAPIKE BEUJROH ARA AB,4
11,ACEH,ACEH UTARA,LHOKSUKON,1108042025,PANTE,BUM DESA BINA KARYA PANTE.AB PANTE,5
11,ACEH,ACEH UTARA,LHOKSUKON,1108042028,ALUE MUDEM,BUM DESA ALUE MUDEM JAYA ALUE MUDEM,9
11,ACEH,ACEH UTARA,LHOKSUKON,1108042038,KEUTAPANG,BUM DESA KEUTAPANG BARONA KEUTAPANG,5
11,ACEH,ACEH UTARA,LHOKSUKON,1108042040,PULO DULANG,BUM DESA MAKMU BEUSARE PULO DULANG,3
11,ACEH,ACEH UTARA,LHOKSUKON,1108042044,MEUNASAH DAYAH LT,BUM DESA SAMA RATA MEUNASAH DAYAH LT,8
11,ACEH,ACEH UTARA,LHOKSUKON,1108042052,MEUNASAH NGA LT,BUM DESA MAKMUE BEUSARE MEUNASAH NGA LT,3
11,ACEH,ACEH UTARA,LHOKSUKON,1108042057,MEUNASAH JOK,BUM DESA SIMPAN PINJAM MEUNASAH JOK,4
11,ACEH,ACEH UTARA,LHOKSUKON,1108042058,MANYANG,BUM DESA PEUTOE MAKMUR MANYANG,5
11,ACEH,ACEH UTARA,LHOKSUKON,1108042060,COT ASAN,BUM DESA MAJU TANI COT ASAN,8
11,ACEH,ACEH UTARA,LHOKSUKON,1108042067,BUKET MEE LT,BUM DESA MAKMU BEUSARE BUKET MEE LT,5
11,ACEH,ACEH UTARA,LHOKSUKON,1108042075,BUKET HAGU,BUM DESA MEKAR JAYA BUKET HAGU,6
11,ACEH,ACEH UTARA,MATANGKULI,1108052001,KEUDE MATANGKULI,BUM DESA JAYA BERSAMA KEUDE MATANGKULI,5
11,ACEH,ACEH UTARA,MUARA BATU,1108062002,MEUNASAH DRANG,BUM DESA USAHA BARU MEUNASAH DRANG,3
11,ACEH,ACEH UTARA,MUARA BATU,1108062005,COT SEURANI,BUM DESA ANEUK NANGGROE COT SEURANI,6
11,ACEH,ACEH UTARA,MUARA BATU,1108062009,KEUDE BUNGKAIH,BUM DESA MUDA BALIA KEUDE BUNGKAIH,
11,ACEH,ACEH UTARA,MUARA BATU,1108062010,KAMBAM,BUM DESA MAKMU JAYA KAMBAM,
11,ACEH,ACEH UTARA,MUARA BATU,1108062011,MEUNASAH ARON,BUM DESA PUTROE BAMBANG MEUNASAH ARON,
11,ACEH,ACEH UTARA,MUARA BATU,1108062012,COT TRUENG,BUM DESA MAKMUE DAN MAJU BEUSARE COT TRUENG,
11,ACEH,ACEH UTARA,MUARA BATU,1108062017,TEUPIN BANJA,BUM DESA BANJA TANI TEUPIN BANJA,3
11,ACEH,ACEH UTARA,MUARA BATU,1108062018,TEUMPOK BEURANDANG,BUM DESA BUANA PUTRA TEUMPOK BEURANDANG,
11,ACEH,ACEH UTARA,MUARA BATU,1108062019,PALOH RAYA,BUM DESA JAYA SEPAKAT PALOH RAYA,
11,ACEH,ACEH UTARA,MUARA BATU,1108062020,PANIGAH,BUM DESA UDEP SEUJAHTRA PANIGAH,4
11,ACEH,ACEH UTARA,MUARA BATU,1108062021,ULEE MADON,BUM DESA ULMAJAYA ULEE MADON,
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072014,GEULUMPANG,BUM DESA GEULUMPANG JAYA GEULUMPANG,5
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072015,REUDEUP,BUM DESA BEUNA USAHA REUDEUP,3
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072018,PAYA BILI,BUM DESA BEUMAKMU PAYA BILI,4
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072019,MEUNASAH MEE,BUM DESA JROH THAT MEUNASAH MEE,3
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072020,MEUNASAH NGA,BUM DESA MAKMU BEUSAREE MEUNASAH NGA,5
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072024,KEEH,BUM DESA RASEUKI GAMPONG KEEH,4
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072026,PRI KEUTAPANG,BUM DESA PEUMAKMU MASYARAKAT PRI KEUTAPANG,3
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072027,MESJID,BUM DESA ADEE BEUSAMA MESJID,5
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072029,BLANG REUMA,BUM DESA ANEUK NAGGROE BLANG REUMA,7
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072031,PULO KITOU,BUM DESA SUMBER RASEUKI PULO KITOU,5
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072032,CEUBREK,BUM DESA SARENA MANDIRI CEUBREK,3
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072033,MEUNYE PEUT,BUM DESA YAK TABINA MEUNYE PEUT,3
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072038,TEUNGOH KUTA BATEE,BUM DESA SAREE RATA TEUNGOH KUTA BATEE,10
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072039,UJUNG KUTA BATEE,BUM DESA DI BATEE UJONG UJUNG KUTA BATEE,3
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072042,BAROH KUTA BATEE,BUM DESA BATEE MULIA BAROH KUTA BATEE,3
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072043,GAMPONG TEUNGOH,BUM DESA BUNGA MELATI GAMPONG TEUNGOH,6
11,ACEH,ACEH UTARA,MEURAH MULIA,1108072044,RANTO,BUM DESA HARAPAN JAYA RANTO,4
