Nama_BUMDes,Provinsi,Kabupaten,Kecamatan,Desa,Status,Kategori
BUM DESA LASEMBANGI MAINAWA LASEMBANGI,SULAWESI TENGGARA,BUTON,LASALIMU,LASEMBANGI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WASUAMBA MAINAWA WASUAMBA,SULAWESI TENGGARA,BUTON,LASALIMU,WASUAMBA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WAGARI MAINAWA WAGARI,SULAWESI TENGGARA,BUTON,LASALIMU,WAGARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SRIBATARA MITRA TANI SRIBATARA,SULAWESI TENGGARA,BUTON,LASALIMU,SRIBATARA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WASAMBAA MAINAWA WASAMBAA,SULAWESI TENGGARA,BUTON,LASALIMU,WASAMBAA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BENTENG MOLAGINA BENTENG,SULAWESI TENGGARA,BUTON,LASALIMU,BENTENG,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KAMPENALO TALAGA BARU,SULAWESI TENGGARA,BUTON,LASALIMU,TALAGA BARU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAINAWA NAMBO,SULAWESI TENGGARA,BUTON,LASALIMU,NAMBO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SAMA BAJO BAHARI,SULAWESI TENGGARA,BUTON,WABULA,BAJO BAHARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TERATAI AOPA,SULAWESI TENGGARA,KONAWE SELATAN,ANGATA,AOPA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TRI TUNGGAL PUUNGONI,SULAWESI TENGGARA,KONAWE SELATAN,ANGATA,PUUNGONI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BANGUN MANDIRI PUUROE,SULAWESI TENGGARA,KONAWE SELATAN,ANGATA,PUUROE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU BERSAMA LAMOERI,SULAWESI TENGGARA,KONAWE SELATAN,ANGATA,LAMOERI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA SEJAHTERA BUMI RAYA,SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO,BUMI RAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LALOUE LALOBAO,SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO,LALOBAO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA RINDANG MULYA WUNDUWATU,SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO,WUNDUWATU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO KIAEA,SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA,KIAEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUMBER KARYA MEKAR SARI,SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA,MEKAR SARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIDO MULYO WAWORAHA,SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA,WAWORAHA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BAKTI MANDIRI WAWOURU,SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA,WAWOURU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MOWANGU OKAMBO WAWONGGURA,SULAWESI TENGGARA,KONAWE SELATAN,PALANGGA,WAWONGGURA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WARAKAJAYA LAKOMEA,SULAWESI TENGGARA,KONAWE SELATAN,LANDONO,LAKOMEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA USAHA BERSAMA PAMANDATI,SULAWESI TENGGARA,KONAWE SELATAN,LAINEA,PAMANDATI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI SEJAHTERA PANGAN JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LAINEA,PANGAN JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO KAINDI,SULAWESI TENGGARA,KONAWE SELATAN,LAINEA,KAINDI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TEPOROMBU MATABUBU JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LAINEA,MATABUBU JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO LAINEA,SULAWESI TENGGARA,KONAWE SELATAN,LAINEA,LAINEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA DALE MEOHAI LAMOMEA,SULAWESI TENGGARA,KONAWE SELATAN,KONDA,LAMOMEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI SEJAHTERA ALEBO,SULAWESI TENGGARA,KONAWE SELATAN,KONDA,ALEBO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEKOHIA LEBO JAYA,SULAWESI TENGGARA,KONAWE SELATAN,KONDA,LEBO JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JAHANARA MODUMBASI CIALAM JAYA,SULAWESI TENGGARA,KONAWE SELATAN,KONDA,CIALAM JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MITRA MASYARAKAT HARAPAN LALOWIU,SULAWESI TENGGARA,KONAWE SELATAN,KONDA,LALOWIU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA IWOI WANGGU KONDA SATU,SULAWESI TENGGARA,KONAWE SELATAN,KONDA,KONDA SATU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PUUNGGALUKU SAMBA SAWA,SULAWESI TENGGARA,KONAWE SELATAN,KOLONO,SAWA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI TAMBOLOSU,SULAWESI TENGGARA,KONAWE SELATAN,LAONTI,TAMBOLOSU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA INDO SEJAHTERA MANDIRI NAMU,SULAWESI TENGGARA,KONAWE SELATAN,LAONTI,NAMU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MATAIWOI MALARINGGI,SULAWESI TENGGARA,KONAWE SELATAN,LAONTI,MALARINGGI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TUNAS JAYA LAMBODI JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,LAMBODI JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MARGA JAYA ATARI JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,ATARI JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEGATARI MOKUPA JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,MOKUPA JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MULIA SARI LAMBANDIA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,LAMBANDIA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ABADI JAYA KAPUWILA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,KAPUWILA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU JAYA BERSAMA PUUNANGGA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,PUUNANGGA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SITULUNG TETEINEA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,TETEINEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TUNAS HARAPAN PUUREMA SUBUR,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,PUUREMA SUBUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MASAGENA LALEMBUU JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,LALEMBUU JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEJAHTRA SUKAMUKTI,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,SUKAMUKTI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PANDAWA POTUHO JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,POTUHO JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SINAR HARAPAN SUMBER JAYA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,SUMBER JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI RAYA MERONGGA RAYA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,MERONGGA RAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SAMATURU TOMBELEU,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,TOMBELEU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TUNAS UNGGUL PADALEU,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,PADALEU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO LALOUESAMBA,SULAWESI TENGGARA,KONAWE SELATAN,LALEMBUU,LALOUESAMBA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SARI MULYA MULYASARI,SULAWESI TENGGARA,KONAWE SELATAN,MOWILA,MULYASARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BARAKATI TANJUNG TIRAM,SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,TANJUNG TIRAM,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MATAOMEHE WAWATU,SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,WAWATU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA SAMATURU LOMBUEYA LOMBUEA,SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,LOMBUEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA FAJAR SEJAHTERA MEKAR JAYA,SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,MEKAR JAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TOROMEAMBO LAMOKULA,SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,LAMOKULA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAJU MANDIRI MATA WAWATU,SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,MATA WAWATU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SINAR JAYA MATA LAMOKULA,SULAWESI TENGGARA,KONAWE SELATAN,MORAMO UTARA,MATA LAMOKULA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA CAHAYA BERSAMA ASEMBU MULYA,SULAWESI TENGGARA,KONAWE SELATAN,BUKE,ASEMBU MULYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TUNAS HARAPAN PUUDARIA,SULAWESI TENGGARA,KONAWE SELATAN,BUKE,PUUDARIA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEKAR ARUM RAHAMENDAA,SULAWESI TENGGARA,KONAWE SELATAN,BUKE,RAHAMENDAA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MUKTI UTAMA TIRTA MARTANI,SULAWESI TENGGARA,KONAWE SELATAN,BUKE,TIRTA MARTANI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIDO MULYO AEPODU,SULAWESI TENGGARA,KONAWE SELATAN,LAEYA,AEPODU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MENDA UMURUNO JAYA AMASARA,SULAWESI TENGGARA,KONAWE SELATAN,BAITO,AMASARA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ADAU JAYA SAMBAHULE,SULAWESI TENGGARA,KONAWE SELATAN,BAITO,SAMBAHULE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERKAH TOLIHE,SULAWESI TENGGARA,KONAWE SELATAN,BAITO,TOLIHE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JAYA MAKMUR WONUA RAYA,SULAWESI TENGGARA,KONAWE SELATAN,BAITO,WONUA RAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA GONDOARUM AHUANGGULURI,SULAWESI TENGGARA,KONAWE SELATAN,BAITO,AHUANGGULURI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA NUSA KARYA PERTIWI BASALA,SULAWESI TENGGARA,KONAWE SELATAN,BASALA,BASALA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO MANDIRI AMOKUNI,SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO BARAT,AMOKUNI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MITRA SEJAHTERA SINDANG KASIH,SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO BARAT,SINDANG KASIH,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MORINI DESA ABEKO,SULAWESI TENGGARA,KONAWE SELATAN,RANOMEETO BARAT,ABEKO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ANESE JAYA ANESE,SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO BARAT,ANESE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEJAHTERA MATAUPE,SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO BARAT,MATAUPE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA JAYA MAKMUR MATAIWOI,SULAWESI TENGGARA,KONAWE SELATAN,ANDOOLO BARAT,MATAIWOI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PUNCAK POKOHRUMBA,SULAWESI TENGGARA,BOMBANA,POLEANG,POKOHRUMBA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SALOSA JAYA SALOSA,SULAWESI TENGGARA,BOMBANA,POLEANG,SALOSA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WONUA MORINI LANTAWONUA,SULAWESI TENGGARA,BOMBANA,RUMBIA,LANTAWONUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUKSES SAPUTRA LORA,SULAWESI TENGGARA,BOMBANA,MATA OLEO,LORA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA IMO LALOA,SULAWESI TENGGARA,BOMBANA,MATA OLEO,LALOA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BAHTERA BALIARA,SULAWESI TENGGARA,BOMBANA,KABAENA BARAT,BALIARA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA BERSAMA BALIARA KEPULAUAN,SULAWESI TENGGARA,BOMBANA,KABAENA BARAT,BALIARA KEPULAUAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LARANO JAYA LENGORA PANTAI,SULAWESI TENGGARA,BOMBANA,KABAENA TENGAH,LENGORA PANTAI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA GEMBALA LANGKOWALA,SULAWESI TENGGARA,BOMBANA,LANTARI JAYA,LANGKOWALA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BARAKATI TINDOI,SULAWESI TENGGARA,WAKATOBI,WANGI-WANGI,TINDOI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MOLI'I SAHATU PENABUA PATUNO,SULAWESI TENGGARA,WAKATOBI,WANGI-WANGI,PATUNO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SAMBURAKA TINDOI TIMUR,SULAWESI TENGGARA,WAKATOBI,WANGI-WANGI,TINDOI TIMUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PAJOGI POOKAMBUA,SULAWESI TENGGARA,WAKATOBI,WANGI-WANGI,POOKAMBUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TEYKITA OLLO,SULAWESI TENGGARA,WAKATOBI,KALEDUPA,OLLO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PADAKAUAN SAMA MANTIGOLA MAKMUR,SULAWESI TENGGARA,WAKATOBI,KALEDUPA,MANTIGOLA MAKMUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KAKADO BALASUNA SELATAN,SULAWESI TENGGARA,WAKATOBI,KALEDUPA,BALASUNA SELATAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PANTAI IDAMAN OLLO SELATAN,SULAWESI TENGGARA,WAKATOBI,KALEDUPA,OLLO SELATAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA WAKITALA WADURI,SULAWESI TENGGARA,WAKATOBI,KALEDUPA,WADURI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ANUGERAH JAYA WAITI,SULAWESI TENGGARA,WAKATOBI,TOMIA,WAITI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PONAMISI PATUA,SULAWESI TENGGARA,WAKATOBI,TOMIA,PATUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUMBER MAJU TEEMOANE,SULAWESI TENGGARA,WAKATOBI,TOMIA,TEEMOANE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAKARO SEJAHTERA MAKORO,SULAWESI TENGGARA,WAKATOBI,BINONGKO,MAKORO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA GUNUNG LANGKA WUNGKA,SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,WUNGKA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIPAGINNO MOLA UTARA,SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,MOLA UTARA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PERMATA SAMA MANDIRI MOLA SELATAN,SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,MOLA SELATAN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA AMPANURU NUMANA,SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,NUMANA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MONAS JAYA KABITA TOGO,SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,KABITA TOGO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PADAKAUANG BAJO MOLA SAMATURU,SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,MOLA SAMATURU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIPATAPPA MOLA BAHARI,SULAWESI TENGGARA,WAKATOBI,WANGI WANGI SELATAN,MOLA BAHARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA POASA TIMU,SULAWESI TENGGARA,WAKATOBI,TOMIA TIMUR,TIMU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KAMPA DETE,SULAWESI TENGGARA,WAKATOBI,TOMIA TIMUR,DETE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA POTAPAKI KULATI,SULAWESI TENGGARA,WAKATOBI,TOMIA TIMUR,KULATI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA RAMBI RANDA WAWAOTIMU,SULAWESI TENGGARA,WAKATOBI,TOMIA TIMUR,WAWAOTIMU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUOSUO KAHIYANGA,SULAWESI TENGGARA,WAKATOBI,TOMIA TIMUR,KAHIYANGA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PERMATA SARI OIHU,SULAWESI TENGGARA,WAKATOBI,TOGO BINONGKO,OIHU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BANTUNO LIWU HAKA,SULAWESI TENGGARA,WAKATOBI,TOGO BINONGKO,HAKA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TOTALLANG BERKARYA TOTALLANG,SULAWESI TENGGARA,KOLAKA UTARA,LASUSUA,TOTALLANG,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MULYA MANDIRI PATOWONUA,SULAWESI TENGGARA,KOLAKA UTARA,LASUSUA,PATOWONUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANDIRI SIPAKAINGE,SULAWESI TENGGARA,KOLAKA UTARA,PAKUE,SIPAKAINGE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN BARU LATOWU,SULAWESI TENGGARA,KOLAKA UTARA,BATU PUTIH,LATOWU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA CIPTA RAHAMBUU LELEWAWO,SULAWESI TENGGARA,KOLAKA UTARA,BATU PUTIH,LELEWAWO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MANGNGIRI MADECENG BATU API,SULAWESI TENGGARA,KOLAKA UTARA,BATU PUTIH,BATU API,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KREATIF BUKIT BARU,SULAWESI TENGGARA,KOLAKA UTARA,BATU PUTIH,BUKIT BARU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LESTARI JAYA PARUNG LAMPE,SULAWESI TENGGARA,KOLAKA UTARA,BATU PUTIH,PARUNG LAMPE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TUNAS HARAPAN TETEBAWO,SULAWESI TENGGARA,KOLAKA UTARA,BATU PUTIH,TETEBAWO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SAHABAT TANI AWO,SULAWESI TENGGARA,KOLAKA UTARA,KODEOHA,AWO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA FORTUNA LAMETUNA,SULAWESI TENGGARA,KOLAKA UTARA,KODEOHA,LAMETUNA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEJAHTERA BERSAMA KALU-KALUKU,SULAWESI TENGGARA,KOLAKA UTARA,KODEOHA,KALU-KALUKU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BINA BERSAMA JABAL NUR,SULAWESI TENGGARA,KOLAKA UTARA,KODEOHA,JABAL NUR,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERINGIN SEJAHTERA BERSAMA BERINGIN,SULAWESI TENGGARA,KOLAKA UTARA,NGAPA,BERINGIN,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PUTRI MULAMPEKKE PADAELO,SULAWESI TENGGARA,KOLAKA UTARA,NGAPA,PADAELO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SORUME MEPOKOASO TINUKARI,SULAWESI TENGGARA,KOLAKA UTARA,WAWO,TINUKARI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MALADEWA LAPASI - PASI,SULAWESI TENGGARA,KOLAKA UTARA,LAMBAI,LAPASI - PASI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BATU BULAN RAODA,SULAWESI TENGGARA,KOLAKA UTARA,LAMBAI,RAODA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PUCUK MEKAR WOISE,SULAWESI TENGGARA,KOLAKA UTARA,LAMBAI,WOISE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PUNCAK JAYA TARENGGA,SULAWESI TENGGARA,KOLAKA UTARA,PAKUE TENGAH,TARENGGA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN BERSAMA PUUNDOHO,SULAWESI TENGGARA,KOLAKA UTARA,PAKUE UTARA,PUUNDOHO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERKAH MATALEUNO,SULAWESI TENGGARA,KOLAKA UTARA,PAKUE UTARA,MATALEUNO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SEJAHTERA TEPOSUA,SULAWESI TENGGARA,KOLAKA UTARA,PAKUE UTARA,TEPOSUA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MADANI SALUDONGKA,SULAWESI TENGGARA,KOLAKA UTARA,PAKUE UTARA,SALUDONGKA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MAPPIDECENG KALO ABADI KALO,SULAWESI TENGGARA,KOLAKA UTARA,PAKUE UTARA,KALO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TUNAS MEKAR SEJAHTERA ABADI JAYA TOLALA,SULAWESI TENGGARA,KOLAKA UTARA,TOLALA,TOLALA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA ININNAWA BERSAMA LANIPA - NIPA,SULAWESI TENGGARA,KOLAKA UTARA,KATOI,LANIPA - NIPA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TOBAKU JAYA UJUNG TOBAKU,SULAWESI TENGGARA,KOLAKA UTARA,KATOI,UJUNG TOBAKU,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MASAGENA LAMBUNO,SULAWESI TENGGARA,KOLAKA UTARA,KATOI,LAMBUNO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KONASARA MAKMUR WAWOLIMBUE,SULAWESI TENGGARA,KONAWE UTARA,ASERA,WAWOLIMBUE,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SUKA MAJU WACU PINODO,SULAWESI TENGGARA,KONAWE UTARA,WIWIRANO,WACU PINODO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEPOKOASO PADALERE UTAMA,SULAWESI TENGGARA,KONAWE UTARA,WIWIRANO,PADALERE UTAMA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA KARYA SEJAHTERA MANDIRI BANDAEHA,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,BANDAEHA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BERSAMA AWILA,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,AWILA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA SIKAMASEANG MOWUNDO,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,MOWUNDO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA TELUK MAS MANDIODO,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,MANDIODO,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA LATONDOHA TAPUNGGAYA,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,TAPUNGGAYA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BANGKIT MANDIRI MATAIWOI,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,MATAIWOI,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA PUNCAK JAYA AWILA PUNCAK,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,AWILA PUNCAK,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA BAHARI TAPUEMEA,SULAWESI TENGGARA,KONAWE UTARA,MOLAWE,TAPUEMEA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA HARAPAN BERSAMA ABOLA,SULAWESI TENGGARA,KONAWE UTARA,LASOLO,ABOLA,Dokumen Badan Hukum Terverifikasi,BUM Desa
BUM DESA MEDULU BELALO,SULAWESI TENGGARA,KONAWE UTARA,LASOLO,BELALO,Dokumen Badan Hukum Terverifikasi,BUM Desa
